[22Jul2025 17:04:25.858] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, JLSkyzer, --version, 1.18.2, --gameDir, C:/Users/killi/AppData/Roaming/PrismLauncher/instances/Survie/minecraft, --assetsDir, C:/Users/killi/AppData/Roaming/PrismLauncher/assets, --assetIndex, 1.18, --uuid, 9cc971158d4a4133b2fb5c849ff93b8c, --accessToken, ????????, --userType, msa, --versionType, release, --launchTarget, forgeclient, --fml.forgeVersion, 40.3.11, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914, --width, 854, --height, 480]
[22Jul2025 17:04:25.862] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.12 by Oracle Corporation
[22Jul2025 17:04:26.521] [main/INFO] [gg.essential.loader.stage1.EssentialLoaderBase/]: Starting Essential Loader (stage2) version 1.6.5 (1425fa2d69fa2b31e49c42a2d84be645) [stable]
[22Jul2025 17:04:26.556] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/killi/AppData/Roaming/PrismLauncher/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2348!/ Service=ModLauncher Env=CLIENT
[22Jul2025 17:04:26.867] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ? Init ...
[22Jul2025 17:04:26.868] [main/INFO] [Mods Optimizer/]: Game Directory: C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft
[22Jul2025 17:04:26.868] [main/INFO] [Mods Optimizer/]: Mods Directory: C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods
[22Jul2025 17:04:26.868] [main/INFO] [Mods Optimizer/]: Game Environment: CLIENT
[22Jul2025 17:04:26.869] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\config\mods_optimizer\config.toml
[22Jul2025 17:04:26.909] [main/INFO] [Mods Optimizer/]: [Mods Database Updater] ? mods-database.json was modified (SHA-256 hash mismatch)
[22Jul2025 17:04:26.910] [main/INFO] [Mods Optimizer/]: [Mods Database Updater] ? Local mods-database.json was modified by user, skipping remote update.
[22Jul2025 17:04:26.912] [main/INFO] [Mods Optimizer/]: Mods Optimizer Mods Database Config File loaded with 330 mods client: 292, server: 18, default: 20.
[22Jul2025 17:04:26.914] [main/INFO] [Mods Optimizer/]: ? init with game dir C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft and mods dir C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods for target CLIENT in 45 ms.
[22Jul2025 17:04:26.914] [main/INFO] [Mods Optimizer/]: ? Re-Enable possible client side mods ...
[22Jul2025 17:04:26.915] [main/INFO] [Mods Optimizer/]: ? Parsing Mods data ...
[22Jul2025 17:04:26.917] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~246 mods in C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods with file extension .jar ...
[22Jul2025 17:04:26.930] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks from BOTH to SERVER
[22Jul2025 17:04:26.961] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for betterfpsdist from BOTH to CLIENT
[22Jul2025 17:04:27.057] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\dye-tweaks-1.jar, which is expected in some cases.
[22Jul2025 17:04:27.069] [main/WARN] [Mods Optimizer/]: ? Found no META-INF/mods.toml or META-INF/neoforge.mods.toml file for C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\Essential_1-3-8-1_forge_1-18-2.jar!
[22Jul2025 17:04:27.080] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.feature_nbt_deadlock_be_gone[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\feature_nbt_deadlock_be_gone_forge-2.0.0+1.18.2.jar!
[22Jul2025 17:04:27.094] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for gamemenumodoption from UNKNOWN to CLIENT
[22Jul2025 17:04:27.108] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.idas[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\idas_forge-1.6.7+1.18.2.jar!
[22Jul2025 17:04:27.110] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.integrated_api[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\integrated_api_forge-1.2.8+1.18.2.jar!
[22Jul2025 17:04:27.116] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.journeymap[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\journeymap-1.18.2-5.9.8-forge.jar!
[22Jul2025 17:04:27.117] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for jeresources from UNKNOWN to CLIENT
[22Jul2025 17:04:27.118] [main/WARN] [Mods Optimizer/]: ? Found no META-INF/mods.toml or META-INF/neoforge.mods.toml file for C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\kotlinforforge-3.12.0-all.jar!
[22Jul2025 17:04:27.128] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for lootr from UNKNOWN to BOTH
[22Jul2025 17:04:27.147] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for modnametooltip from BOTH to CLIENT
[22Jul2025 17:04:27.149] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for mousetweaks from UNKNOWN to CLIENT
[22Jul2025 17:04:27.153] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.neat[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\Neat-1.8-31.jar!
[22Jul2025 17:04:27.153] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for neat from UNKNOWN to CLIENT
[22Jul2025 17:04:27.154] [main/WARN] [Mods Optimizer/]: ? Found no version tag inside the fabric.mod.json file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\Neruina-2.1.2-forge+1.18.2.jar!
[22Jul2025 17:04:27.156] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for notes from BOTH to CLIENT
[22Jul2025 17:04:27.160] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for oculus from UNKNOWN to CLIENT
[22Jul2025 17:04:27.161] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\Patchouli-1.18.2-71.1.jar!
[22Jul2025 17:04:27.170] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for reforgium from UNKNOWN to CLIENT
[22Jul2025 17:04:27.186] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothboot from BOTH to CLIENT
[22Jul2025 17:04:27.186] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from BOTH to SERVER
[22Jul2025 17:04:27.200] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for textrues_embeddium_options from BOTH to CLIENT
[22Jul2025 17:04:27.205] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.yungsapi[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsApi-1.18.2-Forge-2.2.9.jar!
[22Jul2025 17:04:27.207] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterdeserttemples[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterDesertTemples-1.18.2-Forge-1.3.1.jar!
[22Jul2025 17:04:27.207] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterdungeons[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterDungeons-1.18.2-Forge-2.1.0.jar!
[22Jul2025 17:04:27.208] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.bettermineshafts[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterMineshafts-1.18.2-Forge-2.2.jar!
[22Jul2025 17:04:27.208] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterfortresses[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterNetherFortresses-1.18.2-Forge-1.0.0.jar!
[22Jul2025 17:04:27.209] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betteroceanmonuments[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterOceanMonuments-1.18.2-Forge-1.0.3.jar!
[22Jul2025 17:04:27.209] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterstrongholds[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBetterStrongholds-1.18.2-Forge-2.1.1.jar!
[22Jul2025 17:04:27.210] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for betterstrongholds from UNKNOWN to BOTH
[22Jul2025 17:04:27.210] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.yungsbridges[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsBridges-1.18.2-Forge-2.1.0.jar!
[22Jul2025 17:04:27.211] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.yungsextras[0] section of the mods.toml file C:\Users\killi\AppData\Roaming\PrismLauncher\instances\Survie\minecraft\mods\YungsExtras-1.18.2-Forge-2.1.0.jar!
[22Jul2025 17:04:27.213] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 library mods in 245 mods.
[22Jul2025 17:04:27.213] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 6 data pack mods in 245 mods.
[22Jul2025 17:04:27.213] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 26 client mods in 245 mods.
[22Jul2025 17:04:27.213] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 5 server mods in 245 mods.
[22Jul2025 17:04:27.213] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 206 default mods in 245 mods.
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: | betterdungeons                     | 1.18.2-Forge-2.1.0     | FORGE    | UNKNOWN           | 2022-05-02 15:29:48 |
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: | ftbessentials                      | 1802.2.2-build.83      | FORGE    | BOTH              | 2023-05-31 11:18:14 |
[22Jul2025 17:04:27.214] [main/INFO] [Mods Optimizer/]: | supermartijn642configlib           | 1.1.8                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.215] [main/INFO] [Mods Optimizer/]: | alexsmobs                          | 1.18.6                 | FORGE    | BOTH              | 2022-06-29 11:00:19 |
[22Jul2025 17:04:27.215] [main/INFO] [Mods Optimizer/]: | lootintegrations_integrated        | 1.0.0                  | MIXED    | DATA_PACK         | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.215] [main/INFO] [Mods Optimizer/]: | simplemagnets                      | 1.1.12                 | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.215] [main/INFO] [Mods Optimizer/]: | draconicevolution                  | 3.0.31-531             | FORGE    | BOTH              | 2023-12-13 01:44:52 |
[22Jul2025 17:04:27.215] [main/INFO] [Mods Optimizer/]: | entitycollisionfpsfix              | 1.0.0                  | FORGE    | CLIENT            | 2022-05-27 17:18:01 |
[22Jul2025 17:04:27.216] [main/INFO] [Mods Optimizer/]: | hammerlib                          | 18.2.16                | FORGE    | BOTH              | 2022-04-23 21:37:07 |
[22Jul2025 17:04:27.216] [main/INFO] [Mods Optimizer/]: | mcwwindows                         | 2.3.0                  | FORGE    | UNKNOWN           | 2024-08-02 13:14:47 |
[22Jul2025 17:04:27.216] [main/INFO] [Mods Optimizer/]: | stalwart_dungeons                  | 1.2.8                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.216] [main/INFO] [Mods Optimizer/]: | modnametooltip                     | 1.18.0                 | FORGE    | CLIENT            | 2021-12-20 11:10:24 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | neat                               | 1.8.31                 | FORGE    | CLIENT            | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | ctm                                | 1.18.2-1.1.5+5         | FORGE    | BOTH              | 2022-08-14 04:18:27 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.18.0+mc1.18.2        | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | powah                              | 3.0.8                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.18.2-Forge-2.2.9     | FORGE    | UNKNOWN           | 2023-03-08 03:39:17 |
[22Jul2025 17:04:27.217] [main/INFO] [Mods Optimizer/]: | forgematica                        | 0.1.11-mc1.18.2        | FORGE    | BOTH              | 2025-07-22 15:32:48 |
[22Jul2025 17:04:27.218] [main/INFO] [Mods Optimizer/]: | maxhealthfix                       | 5.0.4                  | FORGE    | UNKNOWN           | 2023-06-25 21:43:08 |
[22Jul2025 17:04:27.218] [main/INFO] [Mods Optimizer/]: | clientcrafting                     | 1.18.2-1.6             | FORGE    | BOTH              | 2023-07-14 22:27:54 |
[22Jul2025 17:04:27.218] [main/INFO] [Mods Optimizer/]: | guardvillagers                     | 1.4.4                  | FORGE    | BOTH              | 2024-01-10 15:28:58 |
[22Jul2025 17:04:27.218] [main/INFO] [Mods Optimizer/]: | apotheosis                         | 5.8.1                  | FORGE    | BOTH              | 2023-07-09 20:02:37 |
[22Jul2025 17:04:27.218] [main/INFO] [Mods Optimizer/]: | darkutils                          | 10.1.7                 | FORGE    | BOTH              | 2023-06-05 22:10:52 |
[22Jul2025 17:04:27.219] [main/INFO] [Mods Optimizer/]: | simply_loot_bags                   | 1.0.0                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.219] [main/INFO] [Mods Optimizer/]: | balm                               | 3.2.6                  | FORGE    | BOTH              | 2023-03-17 18:59:52 |
[22Jul2025 17:04:27.219] [main/INFO] [Mods Optimizer/]: | signtastic                         | 1.0.0                  | FORGE    | BOTH              | 2022-03-26 05:11:47 |
[22Jul2025 17:04:27.219] [main/INFO] [Mods Optimizer/]: | jeresources                        | 14.2.206               | FORGE    | CLIENT            | 2023-03-19 14:17:30 |
[22Jul2025 17:04:27.219] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 6.5.133                | FORGE    | UNKNOWN           | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.220] [main/INFO] [Mods Optimizer/]: | betterfortresses                   | 1.18.2-Forge-1.0.0     | FORGE    | UNKNOWN           | 2023-03-08 04:27:46 |
[22Jul2025 17:04:27.220] [main/INFO] [Mods Optimizer/]: | mysticalagradditions               | 5.1.4                  | FORGE    | BOTH              | 2023-06-08 18:08:02 |
[22Jul2025 17:04:27.220] [main/INFO] [Mods Optimizer/]: | buildpaste                         | 1.8.3-1                | FORGE    | UNKNOWN           | 2024-05-20 23:06:12 |
[22Jul2025 17:04:27.220] [main/INFO] [Mods Optimizer/]: | supplementaries                    | 1.18.2-1.5.18          | FORGE    | BOTH              | 2023-05-22 21:13:41 |
[22Jul2025 17:04:27.220] [main/INFO] [Mods Optimizer/]: | embeddium                          | 0.3.18+mc1.18.2        | FORGE    | UNKNOWN           | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | refinedstorage                     | 1.10.6                 | FORGE    | BOTH              | 2023-11-26 12:04:17 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | corpse                             | 1.18.2-1.0.1           | FORGE    | BOTH              | 2022-03-15 13:09:34 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | structure_gel                      | 2.4.8                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | alltheores                         | 0.0.0                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | torchmaster                        | 18.2.1                 | FORGE    | BOTH              | 2023-07-24 08:06:33 |
[22Jul2025 17:04:27.221] [main/INFO] [Mods Optimizer/]: | craftable_nether_star              | 1.0.0                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | ironfurnaces                       | 3.3.3                  | FORGE    | BOTH              | 2022-12-17 04:55:08 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | justhammers                        | 0.1.2+mc1.18.2         | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | mafglib                            | 0.1.14-mc1.18.2        | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | dungeons_plus                      | 1.2.0                  | FORGE    | BOTH              | 2022-10-05 01:52:56 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | mcwtrpdoors                        | 1.1.4                  | FORGE    | UNKNOWN           | 2024-12-09 17:40:41 |
[22Jul2025 17:04:27.222] [main/INFO] [Mods Optimizer/]: | blocksyouneed_luna                 | 1.9.1                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | supermartijn642corelib             | 1.1.18                 | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | oceanblender                       | 1.0.2                  | FORGE    | BOTH              | 2023-04-23 07:52:42 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | yungsbridges                       | 1.18.2-Forge-2.1.0     | FORGE    | UNKNOWN           | 2022-05-02 16:30:26 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | spark                              | 1.10.38                | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | curios                             | 1.18.2-5.0.9.2         | FORGE    | BOTH              | 2023-12-26 12:52:44 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | oculus                             | 1.6.4                  | FORGE    | CLIENT            | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | reforgium                          | 1.18.2-1.0.12a         | FORGE    | CLIENT            | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.223] [main/INFO] [Mods Optimizer/]: | modernxl_ii                        | 1.3.2                  | FORGE    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | framedblocks                       | 5.11.5                 | FORGE    | BOTH              | 2023-06-05 00:24:34 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | yungsextras                        | 1.18.2-Forge-2.1.0     | FORGE    | UNKNOWN           | 2022-05-02 15:51:10 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | biomespawnpoint                    | 2.1.0                  | MIXED    | BOTH              | 2023-11-09 11:40:02 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | worldedit                          | 7.2.10+1742f98         | MIXED    | BOTH              | 2025-07-22 15:32:50 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | constructionwand                   | 1.18.2-2.9             | FORGE    | BOTH              | 2023-02-12 17:57:15 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | mcwroofs                           | 2.3.2                  | FORGE    | UNKNOWN           | 2025-05-04 10:48:56 |
[22Jul2025 17:04:27.224] [main/INFO] [Mods Optimizer/]: | cfm                                | 7.0.0-pre35            | FORGE    | BOTH              | 2023-02-01 13:42:43 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | mcwfurnitures                      | 3.3.0                  | FORGE    | UNKNOWN           | 2024-08-02 13:12:49 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | jadeaddons                         | 2.5.0                  | FORGE    | UNKNOWN           | 2023-05-25 23:20:14 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | codechickenlib                     | 4.1.4-488              | FORGE    | BOTH              | 2023-06-24 15:28:08 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | fastleafdecay                      | 28.0.0                 | FORGE    | UNKNOWN           | 2022-03-14 14:36:47 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | waterframes                        | 2.1.12                 | FORGE    | BOTH              | 2025-03-16 13:39:07 |
[22Jul2025 17:04:27.225] [main/INFO] [Mods Optimizer/]: | bettermineshafts                   | 1.18.2-Forge-2.2       | FORGE    | UNKNOWN           | 2022-07-01 06:33:37 |
